,Doc_ID,Name,descriptions,titles,date,source,citations,Location
16206,16206,david lattanzi,structural health monitoring shm one important solutions ongoing problem failing infrastructure crucial type data needed shm displacement signals structures modern approach measuring structural displacements visionbased technique suffers high levels noise using data fusion principles good way address innate problem study two types deep learning architectures used accomplish signal fusion architectures combine noisy input signals output signal closer ground truth convolutional neural network cnn generative adversarial network gan studied based previous research dataset generated recording vibration simple structural system various properties results show approach increases accuracy final signal however performance cnn better gan architecture,signal fusion denoising using deep learning architectures,"structural health monitoring (shm) is one of the most important solutions to the ongoing problem of failing infrastructure. a crucial type of data needed for shm is displacement signals of the structures. as a modern approach of measuring structural displacements, vision-based technique suffers from high levels of noise. using data fusion principles is a good way to address that innate problem. in this study two types of deep learning architectures are used to accomplish signal fusion. these architectures combine the noisy input signals and output a signal that is closer to the ground truth. a convolutional neural network (cnn), and a generative adversarial network (gan) are studied here, based on previous research. a dataset has been generated by recording the vibration of a simple structural system with various properties. results show that this approach increases the accuracy of the final signal, however, the performance of cnn is better than gan architecture.",scholar articles signal fusion denoising using deep learning architecturesm ghyabi lattanzirelated articles,N/A,Google Scholar
16207,16207,diek wheeler,inertia added continuoustime hopfield effectiveneuron system explore effects stability fixed points system twoneuron system one two inertial terms added shown exhibit chaos chaos confirmed lyapunov exponents power spectra phase space plots,stability chaos inertial twoneuron system,7/1/1997,journal physica nonlinear phenomena,176,Google Scholar
16208,16208,diek wheeler,hippocampomeorg comprehensive knowledge base neuron types rodent hippocampal formation dentate gyrus subiculum entorhinal cortex although hippocampal literature remarkably informationrich neuron properties often reported incompletely defined notoriously inconsistent terminology creating formidable challenge data integration extensive literature mining data reconciliation identified neuron types based neurotransmitter axonal dendritic patterns synaptic specificity electrophysiology molecular biomarkers annotated properties individually supported specific evidence pieces peerreviewed publications systematic analysis unprecedented amount machinereadable information reveals novel correlations among neuron types properties potential connectivity full hippocampal circuitry outstanding knowledge gaps userfriendly browsing online querying hippocampomeorg may aid design interpretation experiments simulations powerful simple extensible neuron classification endeavor unique detail utility completeness,hippocampome org knowledge base neuron types rodent hippocampus,9/24/2015,journal elife,133,Google Scholar
16209,16209,diek wheeler,cat visual cortex investigated parallel recordings multiple units neuronal correlates perceived brightness perceived brightness center grating changed varying orientation relative spatial phase surrounding grating brightness enhancement orientation contrast associated increase discharge rates responses center grating changes spike synchronization contrast brightness enhancement induced phase offset discharge rates unchanged synchronization increases neurons responding center grating changes synchronization correlate well changes perceived brightness assessed parallel human subjects using stimuli results indicate cerebral cortex modulation synchronicity responses used mechanism complementary rate,brightness induction rate enhancement neuronal synchronization complementary codes,12/21/2006,journal neuron,116,Google Scholar
16210,16210,diek wheeler,present nonparametric computationally efficient method named neuroxidence detects coordinated firing two neurons tests whether observed level coordinated firing significantly different expected chance method considers full autostructure data including changes rate responses history dependencies spiking activity also method accounts trialbytrial variability dataset variability rate responses latencies neuroxidence applied short data windows lasting tens milliseconds enables tracking transient neuronal states correlated information processing demonstrate simulated data singleunit activity recorded cat visual cortex neuroxidence discriminates reliably significant spurious events occur chance,neuroxidence reliable efficient analysis excess deficiency jointspike events,8/1/2008,journal journal computational neuroscience,93,Google Scholar
16211,16211,diek wheeler,dynamicclamp method provides powerful electrophysiological tool creating virtual ionic conductances living cells studying influence membrane potential describe gclamp new way implement dynamic clamp using realtime version labview programming environment together windows host embedded microprocessor runs realtime operating system multifunction dataacquisition board software includes descriptions fast voltagedependent sodium conductance delayed rectifier mtype atype potassium conductances leak conductance system also read synaptic conductance waveforms preassembled data files virtual conductances reliably implemented speeds khz simultaneously saving two channels data precision gclamp also includes utilities measuring,implementation fast dynamic clamp using labviewrt,2004/1,journal journal neurophysiology,87,Google Scholar
16212,16212,diek wheeler,essential step toward understanding brain function establish structural framework cellular resolution multiscale datasets spanning molecules cells circuits systems integrated interpreted part collaborative brain initiative cell census network biccn derive comprehensive cell typebased anatomical description one exemplar brain structure mouse primary motor cortex upper limb area mopul using genetic viral labelling barcoded anatomy resolved sequencing singleneuron reconstruction wholebrain imaging cloudbased neuroinformatics tools delineated mopul refined sublaminar organization defined around two dozen projection neuron types mopul derived wiring diagram facilitate future analyses motor control circuitry across molecular cellular system,cellular anatomy mouse primary motor cortex,2021/10,journal nature,76,Google Scholar
16213,16213,diek wheeler,biological gain mechanisms regulate sensitivity dynamics signaling pathways systemic cellular molecular levels sympathetic nervous system gain sensorymotor feedback loops essential homeostatic regulation blood pressure body temperature study shows synaptic convergence plasticity interact generate synaptic gain autonomic ganglia thereby enhance homeostatic control using conductancebased computational model idealized sympathetic neuron simulated postganglionic response noisy patterns presynaptic activity found threefold amplification postsynaptic spike output arise ganglia depending number strength nicotinic synapses presynaptic firing rate extent presynaptic facilitation expression muscarinic peptidergic excitation simulations also showed,estimating usedependent synaptic gain autonomic ganglia computational simulation dynamicclamp analysis,2004/11,journal journal neurophysiology,32,Google Scholar
16214,16214,diek wheeler,widely spread naming inconsistencies neuroscience pose vexing obstacle effective communication within across areas expertise problem particularly acute identifying neuron types properties hippocampomeorg webaccessible neuroinformatics resource organizes existing data essential properties known neuron types rodent hippocampal formation hippocampomeorg links evidence supporting assignment property type direct pointers quotes figures mining knowledge peerreviewed reports reveals troubling extent terminological ambiguity undefined terms examples span simple cases using multiple synonyms acronyms molecular biomarkers property complex cases neuronal naming new publications often use different terms without mapping previous terms result neurons type assigned disparate names neurons different types bestowed name furthermore nonunique properties frequently used names several neuron types named order alleviate nomenclature confusion regarding hippocampal neuron types properties introduce new functionality hippocampomeorg fully searchable curated catalog human machinereadable definitions linked corresponding neuron property terms furthermore extend robust approach providing neuron type informative name unique identifier mapping encountered synonyms homonyms,namecalling hippocampus beyond coming terms neuron types properties,3/1/2017,journal brain informatics,30,Google Scholar
16215,16215,diek wheeler,systematically organizing anatomical molecular physiological properties cortical neurons important understanding computational functions hippocampomeorg defines neuron types rodent hippocampal formation based somatic axonal dendritic locations putative excitatoryinhibitory outputs molecular marker expression biophysical properties augmented electrophysiological data knowledge base collecting quantifying analyzing firing responses depolarizing current injections every hippocampal neuron type published experiments designed implemented objective protocols classify firing patterns based transients delay adapting spiking rapidly adapting spiking transient stuttering transient slowwave bursting steady states nonadapting spiking persistent stuttering persistent slowwave bursting,quantitative firing pattern phenotyping hippocampal neuron types,11/29/2019,journal scientific reports,29,Google Scholar
16216,16216,diek wheeler,predominant form muscarinic excitation forebrain sympathetic ganglia arises receptors coupled signal transduction pathway functional components system completely mapped frog sympathetic b neurons presynaptic stimulation b neuron produces dualcomponent muscarinic excitatory postsynaptic potential epsp mediated suppression voltagedependent mtype k channels activation voltageinsensitive cation current evidence mammalian systems suggests cation current mediated cyclic gmpgated channels paper describes use computational model analyze consequences pleiotropic muscarinic signaling synaptic integration results show resting potential b neurons logarithmic function leak conductance broad range experimentally,model pleiotropic muscarinic potentiation fast synaptic transmission,4/1/2000,journal journal neurophysiology,25,Google Scholar
16217,16217,diek wheeler,one knows yet organize simple yet predictive form knowledge concerning anatomical biophysical molecular properties neurons accumulating thousands publications every year situation dissimilar state chemistry prior mendeleevs tabulation elements propose patterns presence absence axons dendrites within known anatomical parcels may serve key principle define neuron types positions elements periodic table indicate potential combine molecules axonal dendritic distributions provide blueprint network connectivity furthermore among features commonly employed describe neurons morphology considerably robust experimental conditions time core classification scheme suitable aggregating biochemical physiological,search periodic table neurons circuitry organizing principle patterns axons dendrites within distinct anatomical parcels provide,2016/10,journal bioessays,21,Google Scholar
16218,16218,diek wheeler,patterns periodic voltage spikes elicited neuron help define dynamical identity experimentally recorded spike trains various neurons show qualitatively distinguishable features delayed spiking spiking without frequency adaptation intrinsic bursting moreover inputdependent responses neuron show different quantitative features higher spike frequency stronger input current injection also exhibit qualitatively different responses spiking bursting different input conditions thus forming complex phenotype responses previous work comprehensive knowledge base hippocampal neuron types hippocampomeorg systematically characterized various spike pattern phenotypes experimentally identified neuron typessubtypes paper present complete set simple phenomenological models quantitatively reproduce diverse complex phenotypes hippocampal neurons addition pointneuron models created compact multicompartment models four compartments allow spatial segregation synaptic integration network simulations electrotonic compartmentalization observed compact multicompartment models qualitatively consistent experimental observations models created using automated pipeline based evolutionary algorithms work maps neuron typessubtypes rodent hippocampus lowdimensional model space adds another dimension knowledge accumulated hippocampomeorg computationally efficient,simple models quantitative firing phenotypes hippocampal neurons comprehensive coverage intrinsic diversity,10/28/2019,journal plos computational biology,19,Google Scholar
16219,16219,diek wheeler,investigate neuronal processing shortterm memory analyzed behaviorrelated modulations coupling signals two spatial scales first local multiunit activity second local field potentials coupling assessed spike field coherence using new approach overcome limitations cases low firing rates demonstrate reliability approach simulated data application recordings prefrontal cortex two monkeys revealed locking spikes differentially modulated two different frequency bands depending behavioral performance,behavioral performance modulates spike field coherence monkey prefrontal cortex,1/22/2008,journal neuroreport,19,Google Scholar
16220,16220,diek wheeler,neurons often classified morphological molecular properties online knowledge base hippocampomeorg primarily defines neuron types rodent hippocampal formation based main neurotransmitter glutamate gaba spatial distributions axons dendrites neuron type openaccess resource reports published information regarding presence absence known molecular markers including calciumbinding proteins neuropeptides receptors channels transcription factors molecules biomedical relevance resulting chemical profile relatively sparse even best studied neuron types expression lack thereof fewer molecules firmly established date mouse genomewide situ hybridization mapping allen brain atlas provides wealth data appropriately,molecular fingerprinting principal neurons rodent hippocampus neuroinformatics approach,9/10/2017,journal journal pharmaceutical biomedical analysis,16,Google Scholar
16221,16221,diek wheeler,computed potential connectivity map known neuron types rodent hippocampal formation supplementing scantly available synaptic data spatial distributions axons dendrites openaccess knowledge base hippocampome org network results endeavor broadest complete mammalian cortical region neurontype level date contains connections among neuron types across six subregions analyses data using graph theory metrics unveil fundamental architectural principles hippocampal circuit globally identify highly specialized topology minimizing communication cost modular structure underscoring prominence trisynaptic loop core set neuron types serving informationprocessing hubs well distinct group particular antihub neurons nested twotier rich,graph theoretic motif analyses hippocampal neuron type potential connectome,2016/11,journal eneuro,16,Google Scholar
16222,16222,diek wheeler,quantitative description hippocampal formation synaptic architecture essential understanding neural mechanisms episodic memory yet existing knowledge connectivity statistics different neuron types rodent hippocampus captures mere circuitry present systematic pipeline produce firstapproximation estimates missing information leveraging wwwhippocampomeorg knowledge base derive local connection parameters distinct pairs morphologically identified neuron types based axonaldendritic overlap within every layer subregion hippocampal formation specifically adapt modern image analysis technology determine parcelspecific neurite lengths every neuron type representative morphologic reconstructions obtained either sex compute average number,comprehensive estimates potential synaptic connections local circuits rodent hippocampal formation axonaldendritic overlap,2/24/2021,journal journal neuroscience,15,Google Scholar
16223,16223,diek wheeler,understanding brain operation demands linking basic behavioral traits celltype specific dynamics different brainwide subcircuits requires system classify basic operational modes neurons circuits singlecell phenotyping firing behavior ongoing oscillations vivo provided large body evidence function data dispersed diverse mined literature search information regarding phasetiming dynamics hippocampalentorhinal neuron types defined hippocampomeorg identified missing unresolved pieces knowledge eg preferred theta phase specific neuron type complemented dataset new data confronting effect brain state recording methods highlight equivalences differences across conditions offer number novel observations show heuristic approach based oscillatory features morphologically identified neurons aid classifying extracellular recordings single cells discuss future opportunities challenges towards integrating singlecell phenotypes circuit function,update hippocampome org integrating singlecell phenotypes circuit function vivo,5/6/2021,journal plos biology,12,Google Scholar
16224,16224,diek wheeler,gene protein expressions key determinants cellular function neurons building blocks brain circuits yet relationship molecular identity spatial distribution dendritic inputs axonal outputs remains incompletely understood knowledge base hippocampomeorg amasses transcriptomic data scientific literature morphologically defined neuron types rodent hippocampal formation dentate gyrus subiculum entorhinal cortex positive negative mixed expression reports initially obtained published articles directly connecting molecular evidence neurons known axonal dendritic patterns across hippocampal layers supplement information collating formalizing leveraging relational expression inferences link gene protein expression lack thereof,molecular expression profiles morphologically defined hippocampal neuron types empirical evidence relational inferences,2020/5,journal hippocampus,10,Google Scholar
16225,16225,diek wheeler,openplusclosedloop opcl entrainment control put forth jackson grosu physica applied effectiveneuron system way extract stable limit cycles chaotic attractor analogous retrieval memories memory searching state additive gaussian white noise representing natural noise inherent real dynamical system added entrainment control mechanism moderate levels additive noise little effect successful entrainment reflected phasespace plots lyapunov exponents three lyapunov exponents negative suggests parallels opcl control chaotic synchronization,entrainment control noisy neural system,4/25/2003,journal physical review e,4,Google Scholar
16226,16226,diek wheeler,computational neuroscience aims model reproduce predict network dynamics different neuronal ensembles distilling knowledge derived electrophysiological morphological evidence however analyses simulations often remain critically limited sparsity direct experimental constraints essential parameters electron microscopy electrophysiology pairmultiple recording evidence connectivity statistics notably available data particularly scarce regarding quantitative information synaptic connections among identified neuronal types present userfriendly datadriven pipeline estimate connection probabilities number contacts per connected pair distances preand postsynaptic somas along axonal dendritic paths commonly available twodimensional tracings broadly accessible measurements,method estimating potential synaptic connections axons dendrites neuronal images,7/5/2021,journal bioprotocol,3,Google Scholar
16227,16227,diek wheeler,synchronous neuronal firing proposed potential neuronal code determine whether synchronous firing really involved different forms information processing one needs directly compare amount synchronous firing due various factors different experimental behavioral conditions order address issue present extended version previously published method neuroxidence improved method incorporates bi multivariate testing determine whether different factors result synchronous firing occurring chance level demonstrate use simulated data sets bi multivariate neuroxidence reliably robustly detects jointspikeevents across different factors,bivariate multivariate neuroxidence robust reliable method detect modulations synchronization across experimental conditions,8/19/2011,journal frontiers neuroinformatics,3,Google Scholar
16228,16228,diek wheeler,investigated relevance singleunit recordings context dynamical neural systems recurrent synapses present study focuses modeling relatively small biologicallyplausible network neurons absence input network activity selfsustained due resonating properties neurons recording single units reveals increasingly complex response stimulation one proceeds higher processing stream hierarchy results suggest classical analysis methods using rate averaging time fail describe dynamics system instead hide relevant information embedded complex states network conclude singleunit recordings still extensively used experimental neuroscience need carefully interpreted,singleunit recordings revisited activity recurrent microcircuits,9/11/2005,conference international conference artificial neural networks,3,Google Scholar
16229,16229,diek wheeler,quantifying population sizes distinct neuron types different anatomical regions essential step towards establishing brain cell census although estimates exist total neuronal populations different species number definition specific neuron type still intensively investigated hippocampomeorg knowledge base morphological physiological molecular information neuron types rodent hippocampal formation framework identifies known neuron types system relative abundances remain largely unknown work quantitatively estimates counts hippocampomeorg neuron types literature mining numerical optimization report number neurons type identified main neurotransmitter glutamate gaba patterns throughout subregions layers,quantification neuron types rodent hippocampal formation data mining numerical optimization,2022/4,journal european journal neuroscience,2,Google Scholar
16230,16230,diek wheeler,present novel viewpoint complexity neural mechanisms addressing aspects cortical processing like memory context modulation coherence simulation studies show relatively small recurrent microcircuits interact populations neurons achieving spontaneous memoryrecall effects context modulation play important part conditioned recall emphasis dynamical selfsustained activity recurrent microcircuit viewed mental state interpreted target output population controlled external waves activity mainly external inhibitory waves also consider problem selforganization dynamical interaction neuronal populations could key role inference memory behavior,coherence memory conditioning modern viewpoint,2005/5,journal neural information processingletters reviews,2,Google Scholar
16231,16231,diek wheeler,h blers technique using aperiodic forces drive nonlinear oscillators resonance analyzed oscillators examined effective neurons model hopfield neural networks method shown valid several different circumstances verified analysis power spectrum force resonance energy transfer system,nonlinear resonance neuron dynamics,8/1/1995,journal zeitschrift f r naturforschung,2,Google Scholar
16232,16232,diek wheeler,systematically organizing anatomical molecular physiological properties cortical neurons important understanding computational functions hippocampomeorg defines neuron types rodent hippocampal formation dentate gyrus subiculum entorhinal cortex based somatic axonal dendritic locations putative excitatoryinhibitory outputs molecular marker expression biophysical properties time constant input resistance augment electrophysiological data knowledge base collecting quantifying analyzing firing responses depolarizing current injections every hippocampal neuron type available published experiments designed implemented objective protocols classify firing patterns based transient steadystate activity specifically identified transients delay adapting spiking rapidly adapting spiking transient stuttering transient slowwave bursting steady states nonadapting spiking persistent stuttering persistent slowwave bursting silence characterizing set firing responses reported hippocampal neurons automated classification approach revealed unique families firing pattern phenotypes distinguishing potential new neuronal subtypes several novel statistical associations also emerged firing responses electrophysiological properties morphological features molecular marker expression firing pattern parameters complete experimental conditions including solution stimulus details digitized spike times,firing pattern classification phenotyping knowledge base hippocampal neuron types,1/1/2017,journal biorxiv,1,Google Scholar
16233,16233,diek wheeler,extensive effort expended toward mining books peerreviewed articles establish dense coverage neuronal types within hippocampal formation experimental evidence includes morphological electrophysiological molecularmarker expression morphology providing primary basis neurontype definitions motivation representing literaturemined data machinereadable form facilitate investigative analytics may range computational modeling networks gleaned potential connectivity neuronal types correlation molecular markers morphology derived electronically searchable neuronal properties hippocampome org figure information portal makes knowledge machinereadable neuron properties accessible via human application programming interfaces previously intractable,machinereadable representations hippocampal neuron properties facilitate investigative analytics,2013,journal front neuroinform conference abstract neuroinformatics,1,Google Scholar
16234,16234,diek wheeler,work addresses nonlinear behavior one two model neurons influence different stimuli whether forms chaos control varieties added noise step towards ultimate objective exploring notion neural system might utilize mechanism memorysearching chaotic attractor locate retrieve stablememory limit cycles,nonlinear behavior small neural systems,1998,institution university texas austin,1,Google Scholar
16235,16235,diek wheeler,present nonparametric computationally efficient method named neuroxidence detects coordinated firing two neurons tests whether observed level coordinated firing significantly different expected chance method considers full autostructure data including changes rate responses history dependencies spiking activity also method accounts trialbytrial variability dataset variability rate responses latencies neuroxidence applied short data windows lasting tens milliseconds enables tracking transient neuronal states correlated information processing demonstrate simulated data singleunit activity recorded cat visual cortex neuroxidence discriminates reliably significant spurious events occur chance,neuroxidence reliable efficient analysis excess deficiency jointspike events,8/1/2008,journal journal computational neuroscience,93,Google Scholar
16236,16236,diek wheeler,estimating usedependent synaptic gain autonomic ganglia computational simulation dynamicclamp analysis j neurophysiol first published june biological gain mechanisms regulate sensitivity dynamics signaling pathways systemic cellular molecular levels sympathetic nervous system gain sensorymotor feedback loops essential homeostatic regulation blood pressure body temperature study shows synaptic convergence plasticity interact generate synaptic gain autonomic ganglia thereby enhance homeostatic control using conductancebased computational model idealized sympathetic neuron simulated postganglionic response noisy patterns presynaptic activity found threefold amplification postsynaptic spike output arise ganglia depending number strength nicotinic synapses presynaptic firing rate extent presynaptic facilitation expression muscarinic peptidergic excitation simulations also showed postsynaptic refractory periods serve limit synaptic gain alter postsynaptic spike timing synaptic gain measured stimulating dissociated bullfrog sympathetic neurons virtual synapses using dynamic clamp simulations threshold synaptic conductance nicotinic excitation firing typically ns synaptic gain increased higher levels nicotinic convergence unlike model gain neurons sometimes declined stimulation postsynaptic effect,estimating usedependent synaptic gain,7/1/2005,journal j physiol,N/A,Google Scholar
16237,16237,diek wheeler,N/A,influence nicotinic channel kinetics integration model sympathetic ganglia,1/1/2000,conference biophysical journal,N/A,Google Scholar
16238,16238,erion plaku,paper shows effectively combine samplingbased method primarily designed multiplequery motion planning probabilistic roadmap method prm samplingbased tree methods primarily designed singlequery motion planning expansive space trees rapidly exploring random trees others novel planning framework efficiently parallelized planner achieves smooth spectrum multiplequery singlequery planning combines advantages present experiments show planner capable solving problems cannot addressed efficiently prm singlequery planners key advantage planner significantly decoupled prm samplingbased tree planners exploiting property designed implemented parallel version planner experiments show,samplingbased roadmap trees parallel motion planning,8/8/2005,journal ieee transactions robotics,210,Google Scholar
16239,16239,erion plaku,efficiently solve challenges related motionplanning problems dynamics paper proposes treating motion planning search problem continuous space search problem hybrid space consisting discrete continuous components multilayered framework presented combines discrete search samplingbased motion planning framework called synergistic combination layers planning syclop hereafter discrete search uses workspace decomposition compute leads ie sequences regions neighborhood guide samplingbased motion planning statespace exploration return information gathered motion planning progress made fed back discrete search combination allows syclop identify new directions lead exploration toward goal making possible efficiently find,motion planning dynamics synergistic combination layers planning,6/3/2010,journal ieee transactions robotics,188,Google Scholar
16240,16240,erion plaku,compute collisionfree dynamicallyfeasibile trajectories satisfy highlevel specifications given planningdomain definition language paper proposes combine samplingbased motion planning symbolic action planning proposed approach samplingbased motion symbolic action planner smap leverages samplingbased motion planning underlying idea searching solution trajectory selectively sampling exploring continuous space collisionfree dynamicallyfeasible motions drawing ai smap uses symbolic action planning identify actions regions continuous space samplingbased motion planning explore significantly advance search planning layers interact eachother estimates utility action computed based information gathered search,samplingbased motion symbolic action planning geometric differential constraints,5/3/2010,conference ieee international conference robotics automation,186,Google Scholar
16241,16241,erion plaku,compute collisionfree dynamicallyfeasibile trajectories satisfy highlevel specifications given planningdomain definition language paper proposes combine samplingbased motion planning symbolic action planning proposed approach samplingbased motion symbolic action planner smap leverages samplingbased motion planning underlying idea searching solution trajectory selectively sampling exploring continuous space collisionfree dynamicallyfeasible motions drawing ai smap uses symbolic action planning identify actions regions continuous space samplingbased motion planning explore significantly advance search planning layers interact eachother estimates utility action computed based information gathered search,samplingbased motion symbolic action planning geometric differential constraints,5/3/2010,conference ieee international conference robotics automation,186,Google Scholar
16242,16242,erion plaku,paper explores connection sensorbased perception exploration context haptic object identification proposed approach combines object recognition tactile appearance purposeful haptic exploration unknown objects extract appearance information recognition component brings bear computervision techniques viewing tactilesensor readings images present bagoffeatures framework uses several tactileimage descriptors adapted vision domain others novel estimate probability distribution object identity unknown object explored haptic exploration treated search problem continuous space take advantage samplingbased motion planning explore unknown object construct tactile appearance simulation experiments robot arm equipped,tactileobject recognition appearance information,4/21/2011,journal ieee transactions robotics,157,Google Scholar
16243,16243,erion plaku,paper develops novel approach falsification safety properties given syntactically safe linear temporal logic ltl formula hybrid systems nonlinear dynamics input controls hybrid system unsafe approach computes trajectory indicates violation approach based effective combination model checking motion planning model checking searches onthefly automaton abstraction hybrid system sequence   propositional assignments violates motion planning incrementally extends trajectories satisfy propositional assignments   model checking motion planning regularly exchange information find increasingly useful sequences   extending current trajectories experiments test ltl safety properties robot navigation benchmark modeled hybrid,falsification ltl safety properties hybrid systems,2013/8,journal international journal software tools technology transfer,119,Google Scholar
16244,16244,erion plaku,robotic surgical assistants offer possibility automating portions task time consuming tedious order reduce cognitive workload surgeon paper proposes using programming demonstration build generative models generate smooth trajectories capture underlying structure motion data recorded expert demonstrations specifically motion data intuitive surgicals da vinci surgical system panel expert surgeons performing three surgical tasks recorded trials decomposed subtasks surgemes temporally aligned dynamic time warping next gaussian mixture model gmm encodes experts underlying motion structure gaussian mixture regression gmr used extract smooth reference trajectory reproduce trajectory task approach evaluated automated,motion generation robotic surgical tasks learning expert demonstrations,8/31/2010,conference annual international conference ieee engineering medicine biology,108,Google Scholar
16245,16245,erion plaku,paper presents discrete search leading continuous exploration dslx planner multiresolution approach motion planning suitable challenging problems involving robots kinodynamic constraints initially method decomposes workspace build graph encodes physical adjacency decomposed regions graph searched obtain leads sequences regions explored samplingbased tree methods generate solution trajectories instead treating discrete search adjacency graph exploration continuous state space separate components dslx passes information one innovative ways lead suggests regions explore exploration feeds back information discrete search improve quality future leads information encoded edge weights indicate importance including regions associated edge next exploration step computation weights leads actual exploration make core loop algorithm extensive experimentation shows dslx versatile discrete search drastically change lead reflect new information allowing dslx find solutions even samplingbased tree planners get stuck experimental results variety challenging kinodynamic motion planning problems show computational speedups two orders magnitude widely used motion planning methods,discrete search leading continuous exploration kinodynamic motion planning,6/27/2007,conference robotics science systems,102,Google Scholar
16246,16246,erion plaku,propose combination techniques solve multiple queries motion planning problems single query planners implementation uses probabilistic roadmap method prm bidirectional rapidly exploring random trees birrt local planner small modifications standard algorithms obtain multiple query planner significantly faster reliable component parts method provides smooth spectrum prm birrt techniques obtains advantages observed performance differences notable planning instances several rigid nonconvex robots scene narrow passages work spirit nonuniform sampling refinement techniques used earlier work prm,multiple query probabilistic roadmap planning using single query planning primitives,10/27/2003,conference proceedings ieeersj international conference intelligent robots systems iros,87,Google Scholar
16247,16247,erion plaku,integrating task motion planning becoming increasingly important due recognition growing number robotics applications navigation searchandrescue missions manipulation medicine involve reasoning discrete abstractions continuous motions problem poses unique computational challenges vast hybrid discretecontinuous space must searched accounting complex geometries motion dynamics collision avoidance temporal goals paper takes position continued progress relies integrative approaches bring together techniques robotics ai context paper examines robot motion planning temporallogic specifications discusses open challenges directions future research paper aims promote continuing dialog robotics ai communities,motion planning temporallogic specifications progress challenges,1/1/2016,source ai communications,86,Google Scholar
16248,16248,erion plaku,propose hydice hybrid discrete continuous exploration multilayered approach hybridsystem falsification combines motion planning discrete search discovers safety violations computing witness trajectories unsafe states discrete search uses discrete transitions statespace decomposition guide motion planner search witness trajectories experiments nonlinear hybrid robotic system one million modes experiments aircraft conflictresolution protocol highdimensional continuous state spaces demonstrate effectiveness hydice comparisons related work show computational speedups two orders magnitude,hybrid systems verification falsification combining motion planning discrete search,2009/4,journal formal methods system design,85,Google Scholar
16249,16249,erion plaku,paper proposes reactive motionplanning approach persistent surveillance risksensitive areas team unmanned aerial vehicles uavs planner termed parcov planner autonomous risksensitive coverage seeks maximize area covered sensors mounted uav ii provide persistent surveillance iii maintain high sensor data quality iv reduce detection risk achieve stated objectives parcov combines cost function detection risk uncertainty measure designed keep track regions surveyed times last surveyed parcov reduces uncertainty detection risk moving quadcopter toward lowcost region vicinity reducing uncertainty parcov able increase coverage provide persistent surveillance moreover nonlinear optimization formulation used,reactive motion planning unmanned aerial surveillance risksensitive areas,6/16/2015,journal ieee transactions automation science engineering,82,Google Scholar
16250,16250,erion plaku,success samplingbased motion planners resulted plethora methods improving planning components sampling connection strategies local planners collision checking primitives although rapid progress indicates importance motion planning problem maturity field also makes evaluation new methods time consuming propose systems approach needed development experimental validation new motion planners andor components existing motion planners paper present online opensource programming system motion planning oops mp programming infrastructure provides implementations various existing algorithms modular objectoriented fashion easily extendible system opensource since communitybased effort better facilitates development,oops motion planning online opensource programming system,4/10/2007,conference proceedings ieee international conference robotics automation,79,Google Scholar
16251,16251,erion plaku,propose combination techniques solve multiple queries motion planning problems single query planners motion planning framework efficiently parallelized multiple query motion planning data structure built preprocessing phase order quickly respond online queries alternatively single query planning preprocessing phase computations occur query resolution paper shows effectively combine powerful samplebased method primarily designed multiple query planning probabilistic roadmap method prm samplebased tree methods primarily designed single query planning expansive space trees rapidly exploring random trees others planner call probabilistic roadmap trees prt uses tree algorithm subroutine prm,probabilistic roadmaps trees parallel computation multiple query roadmaps,2005,conference robotics research eleventh international symposium figures,76,Google Scholar
16252,16252,erion plaku,highdimensional problems arising robot motion planning biology data mining geographic information systems often require computation k nearest neighbor knn graphs knn graph data set obtained connecting point k closest points research abovementioned fields progressively addresses problems unprecedented complexity demand computing knn graphs based arbitrary distance metrics large highdimensional data sets increases exceeding resources available single machine work efficiently distribute computation knn graphs clusters processors message passing extensions distributed framework include computation graphs based proximity queries approximate knn range queries experiments show nearly linear speedup processors indicate,distributed computation knn graph large highdimensional point sets,3/1/2007,journal journal parallel distributed computing,74,Google Scholar
16253,16253,erion plaku,highdimensional problems arising robot motion planning biology data mining geographic information systems often require computation k nearest neighbor knn graphs knn graph data set obtained connecting point k closest points research abovementioned fields progressively addresses problems unprecedented complexity demand computing knn graphs based arbitrary distance metrics large highdimensional data sets increases exceeding resources available single machine work efficiently distribute computation knn graphs clusters processors message passing extensions distributed framework include computation graphs based proximity queries approximate knn range queries experiments show nearly linear speedup processors indicate,distributed computation knn graph large highdimensional point sets,3/1/2007,journal journal parallel distributed computing,74,Google Scholar
16254,16254,erion plaku,quantitatively analyze performance exact approximate nearestneighbors algorithms increasingly highdimensional problems context samplingbased motion planning study impact dimension number samples distance metrics sampling schemes efficiency accuracy nearestneighbors algorithms efficiency measures computation time accuracy indicates similarity exact approximate nearest neighbors,quantitative analysis nearestneighbors search highdimensional samplingbased motion planning,2008,journal algorithmic foundation robotics vii selected contributions seventh international workshop algorithmic foundations robotics,60,Google Scholar
