,Name,similar_area,area_score
71,mohamed ibrahem,visual computing,0.0730296743340221
71,mohamed ibrahem,education,0.0707106781186547
71,mohamed ibrahem,computer networks communications,0.0688247201611685
71,mohamed ibrahem,autonomous systems,0.066815310478106
71,mohamed ibrahem,experimental understanding disease mechanisms,0.0656532164298612
72,naveen naik sapavath,artificial intelligence,0.0
72,naveen naik sapavath,autonomous systems,0.0
72,naveen naik sapavath,computer engineering,0.0
72,naveen naik sapavath,computer networks communications,0.0
72,naveen naik sapavath,data analytics,0.0
72,naveen naik sapavath,electrical engineering,0.0
72,naveen naik sapavath,human centered computing,0.0
73,bo yu,artificial intelligence,0.0
73,bo yu,autonomous systems,0.0
73,bo yu,computer engineering,0.0
73,bo yu,computer networks communications,0.0
73,bo yu,data analytics,0.0
73,bo yu,electrical engineering,0.0
73,bo yu,human centered computing,0.0
74,nicholas clark,artificial intelligence,0.0
74,nicholas clark,autonomous systems,0.0
74,nicholas clark,computer engineering,0.0
74,nicholas clark,computer networks communications,0.0
74,nicholas clark,data analytics,0.0
74,nicholas clark,electrical engineering,0.0
74,nicholas clark,human centered computing,0.0
75,sherry crissman,artificial intelligence,0.0
75,sherry crissman,autonomous systems,0.0
75,sherry crissman,computer engineering,0.0
75,sherry crissman,computer networks communications,0.0
75,sherry crissman,data analytics,0.0
75,sherry crissman,electrical engineering,0.0
75,sherry crissman,human centered computing,0.0
76,william roeting,artificial intelligence,0.0
76,william roeting,autonomous systems,0.0
76,william roeting,computer engineering,0.0
76,william roeting,computer networks communications,0.0
76,william roeting,data analytics,0.0
76,william roeting,electrical engineering,0.0
76,william roeting,human centered computing,0.0
77,dorin marcu,artificial intelligence,0.0
77,dorin marcu,autonomous systems,0.0
77,dorin marcu,computer engineering,0.0
77,dorin marcu,computer networks communications,0.0
77,dorin marcu,data analytics,0.0
77,dorin marcu,electrical engineering,0.0
77,dorin marcu,human centered computing,0.0
78,itamara lochard,artificial intelligence,0.0
78,itamara lochard,autonomous systems,0.0
78,itamara lochard,computer engineering,0.0
78,itamara lochard,computer networks communications,0.0
78,itamara lochard,data analytics,0.0
78,itamara lochard,electrical engineering,0.0
78,itamara lochard,human centered computing,0.0
79,angelis pseftis,artificial intelligence,0.0
79,angelis pseftis,autonomous systems,0.0
79,angelis pseftis,computer engineering,0.0
79,angelis pseftis,computer networks communications,0.0
79,angelis pseftis,data analytics,0.0
79,angelis pseftis,electrical engineering,0.0
79,angelis pseftis,human centered computing,0.0
80,charles macdonough,artificial intelligence,0.0
80,charles macdonough,autonomous systems,0.0
80,charles macdonough,computer engineering,0.0
80,charles macdonough,computer networks communications,0.0
80,charles macdonough,data analytics,0.0
80,charles macdonough,electrical engineering,0.0
80,charles macdonough,human centered computing,0.0
81,desiree giangregorio,artificial intelligence,0.0
81,desiree giangregorio,autonomous systems,0.0
81,desiree giangregorio,computer engineering,0.0
81,desiree giangregorio,computer networks communications,0.0
81,desiree giangregorio,data analytics,0.0
81,desiree giangregorio,electrical engineering,0.0
81,desiree giangregorio,human centered computing,0.0
82,devlon alexander,artificial intelligence,0.0
82,devlon alexander,autonomous systems,0.0
82,devlon alexander,computer engineering,0.0
82,devlon alexander,computer networks communications,0.0
82,devlon alexander,data analytics,0.0
82,devlon alexander,electrical engineering,0.0
82,devlon alexander,human centered computing,0.0
83,eric vollmecke,artificial intelligence,0.0
83,eric vollmecke,autonomous systems,0.0
83,eric vollmecke,computer engineering,0.0
83,eric vollmecke,computer networks communications,0.0
83,eric vollmecke,data analytics,0.0
83,eric vollmecke,electrical engineering,0.0
83,eric vollmecke,human centered computing,0.0
84,graham archer,artificial intelligence,0.0
84,graham archer,autonomous systems,0.0
84,graham archer,computer engineering,0.0
84,graham archer,computer networks communications,0.0
84,graham archer,data analytics,0.0
84,graham archer,electrical engineering,0.0
84,graham archer,human centered computing,0.0
85,joseph king,artificial intelligence,0.0
85,joseph king,autonomous systems,0.0
85,joseph king,computer engineering,0.0
85,joseph king,computer networks communications,0.0
85,joseph king,data analytics,0.0
85,joseph king,electrical engineering,0.0
85,joseph king,human centered computing,0.0
86,joseph cheney,artificial intelligence,0.0
86,joseph cheney,autonomous systems,0.0
86,joseph cheney,computer engineering,0.0
86,joseph cheney,computer networks communications,0.0
86,joseph cheney,data analytics,0.0
86,joseph cheney,electrical engineering,0.0
86,joseph cheney,human centered computing,0.0
87,krishnan raghavan,artificial intelligence,0.0
87,krishnan raghavan,autonomous systems,0.0
87,krishnan raghavan,computer engineering,0.0
87,krishnan raghavan,computer networks communications,0.0
87,krishnan raghavan,data analytics,0.0
87,krishnan raghavan,electrical engineering,0.0
87,krishnan raghavan,human centered computing,0.0
88,marc doran,artificial intelligence,0.0
88,marc doran,autonomous systems,0.0
88,marc doran,computer engineering,0.0
88,marc doran,computer networks communications,0.0
88,marc doran,data analytics,0.0
88,marc doran,electrical engineering,0.0
88,marc doran,human centered computing,0.0
89,mark delvecchio,artificial intelligence,0.0
89,mark delvecchio,autonomous systems,0.0
89,mark delvecchio,computer engineering,0.0
89,mark delvecchio,computer networks communications,0.0
89,mark delvecchio,data analytics,0.0
89,mark delvecchio,electrical engineering,0.0
89,mark delvecchio,human centered computing,0.0
90,michael pastika,artificial intelligence,0.0
90,michael pastika,autonomous systems,0.0
90,michael pastika,computer engineering,0.0
90,michael pastika,computer networks communications,0.0
90,michael pastika,data analytics,0.0
90,michael pastika,electrical engineering,0.0
90,michael pastika,human centered computing,0.0
91,russell hansen,artificial intelligence,0.0
91,russell hansen,autonomous systems,0.0
91,russell hansen,computer engineering,0.0
91,russell hansen,computer networks communications,0.0
91,russell hansen,data analytics,0.0
91,russell hansen,electrical engineering,0.0
91,russell hansen,human centered computing,0.0
92,sandra peake,artificial intelligence,0.0
92,sandra peake,autonomous systems,0.0
92,sandra peake,computer engineering,0.0
92,sandra peake,computer networks communications,0.0
92,sandra peake,data analytics,0.0
92,sandra peake,electrical engineering,0.0
92,sandra peake,human centered computing,0.0
93,stone bond,artificial intelligence,0.0
93,stone bond,autonomous systems,0.0
93,stone bond,computer engineering,0.0
93,stone bond,computer networks communications,0.0
93,stone bond,data analytics,0.0
93,stone bond,electrical engineering,0.0
93,stone bond,human centered computing,0.0
94,susan schleigh,artificial intelligence,0.0
94,susan schleigh,autonomous systems,0.0
94,susan schleigh,computer engineering,0.0
94,susan schleigh,computer networks communications,0.0
94,susan schleigh,data analytics,0.0
94,susan schleigh,electrical engineering,0.0
94,susan schleigh,human centered computing,0.0
95,traci johnson,artificial intelligence,0.0
95,traci johnson,autonomous systems,0.0
95,traci johnson,computer engineering,0.0
95,traci johnson,computer networks communications,0.0
95,traci johnson,data analytics,0.0
95,traci johnson,electrical engineering,0.0
95,traci johnson,human centered computing,0.0
96,joseph kobsar,artificial intelligence,0.0
96,joseph kobsar,autonomous systems,0.0
96,joseph kobsar,computer engineering,0.0
96,joseph kobsar,computer networks communications,0.0
96,joseph kobsar,data analytics,0.0
96,joseph kobsar,electrical engineering,0.0
96,joseph kobsar,human centered computing,0.0
97,robert latiff,artificial intelligence,0.0
97,robert latiff,autonomous systems,0.0
97,robert latiff,computer engineering,0.0
97,robert latiff,computer networks communications,0.0
97,robert latiff,data analytics,0.0
97,robert latiff,electrical engineering,0.0
97,robert latiff,human centered computing,0.0
