,Doc_ID,Name,descriptions,titles,date,source,citations,Location
18268,18268,bengt ljungquist,advancements in neuroscience research have led to steadily accelerating data production and sharing the online community repository of neural reconstructions neuromorphoorg grew from fewer than 1000 digitally traced neurons in 2006 to more than 140000 cells today including glia that now constitute 101 of the content every reconstruction consists of a detailed 3d representation of branch geometry and connectivity in a standardized format from which a collection of morphometric features is extracted and stored moreover each entry in the database is accompanied by rich metadata annotation describing the animal subject anatomy and experimental details the rapid expansion of this resource in the past decade was accompanied by a parallel rise in the complexity of the available information creating both opportunities and challenges for knowledge mining here we introduce a new summary reporting functionality allowing neuromorphoorg users to efficiently download digests of metadata and morphometrics from multiple groups of similar cells for further analysis we demonstrate the capabilities of the tool for both glia and neurons and present an illustrative statistical analysis of the resulting data,efficient metadata mining of webaccessible neural morphologies,19-May-21,N/A,N/A,LinkedIn Publication
18269,18269,bengt ljungquist,accepted 11302020,highlights from the era of open source webbased tools,1-Jan-20,N/A,N/A,LinkedIn Publication
18270,18270,bengt ljungquist,N/A,developing a mobile interface for neuromorphoorg,1-Jan-19,N/A,N/A,LinkedIn Publication
18271,18271,bengt ljungquist,recent neuroscientific and technical developments of brain machine interfaces have put increasing demands on neuroinformatic databases and data handling software especially when managing data in real time from large numbers of neurons extrapolating these developments we here set out to construct a scalable software architecture that would enable nearfuture massive parallel recording organization and analysis of neurophysiological data on a standard computer to this end we combined for the first time in the present context bitencoding of spike data with a specific communication format for real time transfer and storage of neuronal data synchronized by a common time base across all unit sources we demonstrate that our architecture can simultaneously handle data from more than one million neurons and provide in real time 25 ms feedback based on analysis of previously recorded data in addition to managing recordings from very large numbers of neurons in real time it also has the capacity to handle the extensive periods of recording time necessary in certain scientific and clinical applications furthermore the bitencoding proposed has the additional advantage of allowing an extremely fast analysis of spatiotemporal spike patterns in a large number of neurons thus we conclude that this architecture is well suited to support current and nearfuture brain machine interface requirements,a bitencoding based new data structure for time and memory efficient handling of spike times in an electrophysiological setup,5-Mar-18,N/A,N/A,LinkedIn Publication
18272,18272,bengt ljungquist,N/A,discrepancies between cortical and behavioural longterm readouts of hyperalgesia in awake freely moving rats,1-Jan-16,N/A,N/A,LinkedIn Publication
18273,18273,bengt ljungquist,when sharing neural data both electrophysiological and image data as well as other forms of data there are some requirements which should be met 1 different acquisitions system have different data formats for offline and real time data which needs to be accessed and processed in a common way by applications 2 data need to be stored in a database system directly in connection with the recording facility in order to facilitate data organization and sharing 3 data must be accessible for dataintensive applications in this work we present a distributed database system which allows for storing and analysis of electrophysiological data in real time simultaneously across multiple locations addressing the problems identified above the database is lightweight as it stores only the electrophysiological data itself and may be complemented by databases of meta data whose format is more likely to change from experiment to experiment and may not be easily standardized across labs we also present a case study which shows how data both from simulations and experiments the latter taken form multiple types of acquisition systems can reside in the same data base and be shared in real time thus allowing for direct and parallel computational analysis of electrophysiological data,a distributed lightweight database for the organization of electrophysiological data,1-Jan-12,N/A,N/A,LinkedIn Publication
18274,18274,bengt ljungquist,N/A,a novel framework for storage analysis and integration through mediation of largescale electrophysiological data,1-Jan-11,N/A,N/A,LinkedIn Publication
18275,18275,bengt ljungquist,nonstationary variations in the shape and amplitude of extracellularly recorded neuronal action potentials may cause serious problems in analysis of neuronal responses over time such nonstationarity may be caused by many different mechanisms such as dislocation of electrodes in tissue tissue responses like microglial invasion or proliferation of astrocytes displacing neurons from the electrodes or by neuronal properties changing over time as a result of plasticity or changing states of the neuronal network even if a successful spike sorting is performed it may therefore be difficult to judge if the identified units are produced by the same or by different neurons during discontinuous recording sessions thus by for example analyzing the unit distribution in the principal component space the same neuron may be smeared out in this feature space in this work we have developed software that utilizes a subset of features that is stable over time for tracking single units during discontinuous recordings from cortical or striatal neurons we have also implemented classification software using these features which allows automatic tracking of neurons in conclusion our new neuron tracking software is likely to prove useful in studies of long term changes in neuronal responses during for instance learning it may also provide a valuable tool by which different electrode designs can be tested,spike feature stability during longterm recordings,1-Jan-10,N/A,N/A,LinkedIn Publication
18276,18276,bengt ljungquist,N/A,an iec 62061 compliant safety system design method for machinery,1-Feb-05,N/A,N/A,LinkedIn Publication
18277,18277,bengt ljungquist,when developing commercial software products it is crucial to select the right requirements for the right release and to have a short meantimetomarket mttm in order to be competitive we report on a simulation of a model of marketdriven requirements engineering processes with requirements selection quality as a key aspect the simulator is built using an open source simulation framework and an evaluation of this framework is provided the simulator enables investigation of how mttm is affected by variations of internal and external process parameters the results indicate that it is beneficial to put resources on a requirements screening phase as this reduces the risk of process overload,investigation of requirements selection quality in marketdriven software processes using an open source discrete event simulation framework,1-Jan-04,N/A,N/A,LinkedIn Publication
18278,18278,diek wheeler,quantifying the population sizes of distinct neuron types in different anatomical regions is an essential step towards establishing a brain cell census although estimates exist for the total neuronal populations in different species the number and definition of each specific neuron type are still intensively investigated hippocampomeorg is an opensource knowledge base with morphological physiological and molecular information for 122 neuron types in the rodent hippocampal formation while such framework identifies all known neuron types in this system their relative abundances remain largely unknown this work quantitatively estimates the counts of all hippocampomeorg neuron types by literature mining and numerical optimization we report the number of neurons in each type identified by main neurotransmitter glutamate or gaba and axonaldendritic patterns throughout 26 subregions and layers of the dentate gyrus ammons horn subiculum and entorhinal cortex we produce by sensitivity analysis reliable numerical ranges for each type and summarize the amounts across broad neuronal families defined by biomarkers expression and firing dynamics study of density distributions indicates that the number of dendritictargeting interneurons but not of other neuronal classes is independent of anatomical volumes all extracted values experimental evidence and related software code are released on hippocampomeorg,quantification of neuron types in the rodent hippocampal formation by data mining and numerical optimization,1-Apr-22,N/A,N/A,LinkedIn Publication
18279,18279,diek wheeler,an essential step toward understanding brain function is to establish a structural framework with cellular resolution on which multiscale datasets spanning molecules cells circuits and systems can be integrated and interpreted1 here as part of the collaborative brain initiative cell census network biccn we derive a comprehensive cell typebased anatomical description of one exemplar brain structure the mouse primary motor cortex upper limb area mopul using genetic and viral labelling barcoded anatomy resolved by sequencing singleneuron reconstruction wholebrain imaging and cloudbased neuroinformatics tools we delineated the mopul in 3d and refined its sublaminar organization we defined around two dozen projection neuron types in the mopul and derived an inputoutput wiring diagram which will facilitate future analyses of motor control circuitry across molecular cellular and system levels this work provides a roadmap towards a comprehensive cellularresolution description of mammalian brain architecture,cellular anatomy of the mouse primary motor cortex,1-Oct-21,N/A,N/A,LinkedIn Publication
18280,18280,diek wheeler,computational neuroscience aims to model reproduce and predict network dynamics for different neuronal ensembles by distilling knowledge derived from electrophysiological and morphological evidence however analyses and simulations often remain critically limited by the sparsity of direct experimental constraints on essential parameters such as electron microscopy and electrophysiology pairmultiple recording evidence of connectivity statistics notably available data are particularly scarce regarding quantitative information on synaptic connections among identified neuronal types here we present a userfriendly datadriven pipeline to estimate connection probabilities number of contacts per connected pair and distances from the pre and postsynaptic somas along the axonal and dendritic paths from commonly available twodimensional tracings and other broadly accessible measurements the described procedure does not require any computational background and is accessible to all neuroscientists this protocol therefore fills the important gap from neuronal morphology to circuit organization and can be applied to many different neural systems brain regions animal species and data sources graphic abstract the processing protocol from 2d reconstructions to quantitated synaptic connections,a method for estimating the potential synaptic connections between axons and dendrites from 2d neuronal images,5-Jul-21,N/A,N/A,LinkedIn Publication
18281,18281,diek wheeler,understanding brain operation demands linking basic behavioral traits to celltype specific dynamics of different brainwide subcircuits this requires a system to classify the basic operational modes of neurons and circuits singlecell phenotyping of firing behavior during ongoing oscillations in vivo has provided a large body of evidence on entorhinalhippocampal function but data are dispersed and diverse here we mined literature to search for information regarding the phasetiming dynamics of over 100 hippocampalentorhinal neuron types defined in hippocampomeorg we identified missing and unresolved pieces of knowledge eg the preferred theta phase for a specific neuron type and complemented the dataset with our own new data by confronting the effect of brain state and recording methods we highlight the equivalences and differences across conditions and offer a number of novel observations we show how a heuristic approach based on oscillatory features of morphologically identified neurons can aid in classifying extracellular recordings of single cells and discuss future opportunities and challenges towards integrating singlecell phenotypes with circuit function,an update to hippocampomeorg by integrating singlecell phenotypes with circuit function in vivo,6-May-21,N/A,N/A,LinkedIn Publication
18282,18282,diek wheeler,a quantitative description of the hippocampal formation synaptic architecture is essential for understanding the neural mechanisms of episodic memory yet the existing knowledge of connectivity statistics between different neuron types in the rodent hippocampus only captures a mere 5 of this circuitry we present a systematic pipeline to produce firstapproximation estimates for most of the missing information leveraging the wwwhippocampomeorg knowledge base we derive local connection parameters between distinct pairs of morphologically identified neuron types based on their axonaldendritic overlap within every layer and subregion of the hippocampal formation specifically we adapt modern image analysis technology to determine the parcelspecific neurite lengths of every neuron type from representative morphologic reconstructions obtained from either sex we then compute the average number of synapses per neuron pair using relevant anatomic volumes from the mouse brain atlas and ultrastructurally established interaction distances hence we estimate connection probabilities and number of contacts for 1900 neuron type pairs increasing the available quantitative assessments more than 11fold connectivity statistics thus remain unknown for only a minority of potential synapses in the hippocampal formation including those involving longrange 23 or perisomatic 6 connections and neuron types without morphologic tracings 7 the described approach also yields approximate measurements of synaptic distances from the soma along the dendritic and axonal paths which may affect signal attenuation and delay overall this dataset fills a substantial gap in quantitatively describing hippocampal circuits and provides useful model specifications for biologically realistic neural network simulations until further direct experimental data become available,comprehensive estimates of potential synaptic connections in local circuits of the rodent hippocampal formation by axonaldendritic overlap,24-Feb-21,N/A,N/A,LinkedIn Publication
18283,18283,diek wheeler,gene and protein expressions are key determinants of cellular function neurons are the building blocks of brain circuits yet the relationship between their molecular identity and the spatial distribution of their dendritic inputs and axonal outputs remains incompletely understood the opensource knowledge base hippocampomeorg amasses such transcriptomic data from the scientific literature for morphologically defined neuron types in the rodent hippocampal formation dentate gyrus ca3 ca2 ca1 subiculum and entorhinal cortex positive negative or mixed expression reports were initially obtained from published articles directly connecting molecular evidence to neurons with known axonal and dendritic patterns across hippocampal layers here we supplement this information by collating formalizing and leveraging relational expression inferences that link a gene or protein expression or lack thereof to that of another molecule or to an anatomical location with these additional interpretations we freely release online a comprehensive human and machinereadable molecular profile for more than 100 neuron types in hippocampomeorg analysis of these data ascertains the ability to distinguish unequivocally most neuron types in each of the major subdivisions of the hippocampus based on currently known biochemical markers moreover grouping neuron types by expression similarity reveals eight superfamilies characterized by a few defining molecules,molecular expression profiles of morphologically defined hippocampal neuron types empirical evidence and relational inferences,1-May-20,N/A,N/A,LinkedIn Publication
18284,18284,diek wheeler,systematically organizing the anatomical molecular and physiological properties of cortical neurons is important for understanding their computational functions hippocampomeorg defines 122 neuron types in the rodent hippocampal formation based on their somatic axonal and dendritic locations putative excitatoryinhibitory outputs molecular marker expression and biophysical properties we augmented the electrophysiological data of this knowledge base by collecting quantifying and analyzing the firing responses to depolarizing current injections for every hippocampal neuron type from published experiments we designed and implemented objective protocols to classify firing patterns based on 5 transients delay adapting spiking rapidly adapting spiking transient stuttering and transient slowwave bursting and 4 steady states nonadapting spiking persistent stuttering persistent slowwave bursting and silence this automated approach revealed 9 unique plus one spurious families of firing pattern phenotypes while distinguishing potential new neuronal subtypes novel statistical associations emerged between firing responses and other electrophysiological properties morphological features and molecular marker expression the firing pattern parameters experimental conditions spike times references to the original empirical evidences and analysis scripts are released opensource through hippocampomeorg for all neuron types greatly enhancing the existing search and browse capabilities this information collated online in human and machineaccessible form will help design and interpret both experiments and model simulations,quantitative firing pattern phenotyping of hippocampal neuron types,29-Nov-19,N/A,N/A,LinkedIn Publication
18285,18285,diek wheeler,patterns of periodic voltage spikes elicited by a neuron help define its dynamical identity experimentally recorded spike trains from various neurons show qualitatively distinguishable features such as delayed spiking spiking with or without frequency adaptation and intrinsic bursting moreover the inputdependent responses of a neuron not only show different quantitative features such as higher spike frequency for a stronger input current injection but can also exhibit qualitatively different responses such as spiking and bursting under different input conditions thus forming a complex phenotype of responses in previous work the comprehensive knowledge base of hippocampal neuron types hippocampomeorg systematically characterized various spike pattern phenotypes experimentally identified from 120 neuron typessubtypes in this paper we present a complete set of simple phenomenological models that quantitatively reproduce the diverse and complex phenotypes of hippocampal neurons in addition to pointneuron models we created compact multicompartment models with up to four compartments which will allow spatial segregation of synaptic integration in network simulations electrotonic compartmentalization observed in our compact multicompartment models is qualitatively consistent with experimental observations the models were created using an automated pipeline based on evolutionary algorithms this work maps 120 neuron typessubtypes in the rodent hippocampus to a lowdimensional model space and adds another dimension to the knowledge accumulated in hippocampomeorg computationally efficient representations of intrinsic dynamics along with other pieces of knowledge available in hippocampomeorg provide a biologically realistic platform to explore the largescale interactions of various neuron types at the mesoscopic level,simple models of quantitative firing phenotypes in hippocampal neurons comprehensive coverage of intrinsic diversity,28-Oct-19,N/A,N/A,LinkedIn Publication
18286,18286,diek wheeler,neurons are often classified by their morphological and molecular properties the online knowledge base hippocampomeorg primarily defines neuron types from the rodent hippocampal formation based on their main neurotransmitter glutamate or gaba and the spatial distributions of their axons and dendrites for each neuron type this openaccess resource reports any and all published information regarding the presence or absence of known molecular markers including calciumbinding proteins neuropeptides receptors channels transcription factors and other molecules of biomedical relevance the resulting chemical profile is relatively sparse even for the best studied neuron types the expression or lack thereof of fewer than 70 molecules has been firmly established to date the mouse genomewide in situ hybridization mapping of the allen brain atlas provides a wealth of data that when appropriately analyzed can substantially augment the molecular marker knowledge in hippocampomeorg here we focus on the principal cell layers of dentate gyrus dg ca3 ca2 and ca1 which together contain approximately 90 of hippocampal neurons these four anatomical parcels are densely packed with somata of mostly excitatory projection neurons thus gene expression data for those layers can be justifiably linked to the respective principal neuron types granule cells in dg and pyramidal cells in ca3 ca2 and ca1 in order to enable consistent interpretation across genes and regions we screened the wholegenome dataset against known molecular markers of those neuron types the resulting threshold values allow over 6000 veryhigh confidence 995 expressednotexpressed assignments expanding the biochemical information content of hippocampomeorg more than fivefold many of these newly identified molecular markers are potential pharmacological targets for major neurological and psychiatric conditions furthermore our approach yields reasonable expressionnonexpress,molecular fingerprinting of principal neurons in the rodent hippocampus a neuroinformatics approach,10-Sep-17,N/A,N/A,LinkedIn Publication
18287,18287,diek wheeler,widely spread naming inconsistencies in neuroscience pose a vexing obstacle to effective communication within and across areas of expertise this problem is particularly acute when identifying neuron types and their properties hippocampomeorg is a webaccessible neuroinformatics resource that organizes existing data about essential properties of all known neuron types in the rodent hippocampal formation hippocampomeorg links evidence supporting the assignment of a property to a type with direct pointers to quotes and figures mining this knowledge from peerreviewed reports reveals the troubling extent of terminological ambiguity and undefined terms examples span simple cases of using multiple synonyms and acronyms for the same molecular biomarkers or other property to more complex cases of neuronal naming new publications often use different terms without mapping them to previous terms as a result neurons of the same type are assigned disparate names while neurons of different types are bestowed the same name furthermore nonunique properties are frequently used as names and several neuron types are not named at all in order to alleviate this nomenclature confusion regarding hippocampal neuron types and properties we introduce a new functionality of hippocampomeorg a fully searchable curated catalog of human and machinereadable definitions each linked to the corresponding neuron and property terms furthermore we extend our robust approach to providing each neuron type with an informative name and unique identifier by mapping all encountered synonyms and homonyms,namecalling in the hippocampus and beyond coming to terms with neuron types and properties,1-Mar-17,N/A,N/A,LinkedIn Publication
18288,18288,diek wheeler,we computed the potential connectivity map of all known neuron types in the rodent hippocampal formation by supplementing scantly available synaptic data with spatial distributions of axons and dendrites from the openaccess knowledge base hippocampomeorg the network that results from this endeavor the broadest and most complete for a mammalian cortical region at the neurontype level to date contains more than 3200 connections among 122 neuron types across six subregions analyses of these data using graph theory metrics unveil the fundamental architectural principles of the hippocampal circuit globally we identify a highly specialized topology minimizing communication cost a modular structure underscoring the prominence of the trisynaptic loop a core set of neuron types serving as informationprocessing hubs as well as a distinct group of particular antihub neurons a nested twotier rich club managing much of the network traffic and an innate resilience to random perturbations at the local level we uncover the basic building blocks or connectivity patterns that combine to produce complex global functionality and we benchmark their utilization in the circuit relative to random networks taken together these results provide a comprehensive connectivity profile of the hippocampus yielding novel insights on its functional operations at the computationally crucial level of neuron types,graph theoretic and motif analyses of the hippocampal neuron type potential connectome,1-Nov-16,N/A,N/A,LinkedIn Publication
18289,18289,diek wheeler,no one knows yet how to organize in a simple yet predictive form the knowledge concerning the anatomical biophysical and molecular properties of neurons that are accumulating in thousands of publications every year the situation is not dissimilar to the state of chemistry prior to mendeleevs tabulation of the elements we propose that the patterns of presence or absence of axons and dendrites within known anatomical parcels may serve as the key principle to define neuron types just as the positions of the elements in the periodic table indicate their potential to combine into molecules axonal and dendritic distributions provide the blueprint for network connectivity furthermore among the features commonly employed to describe neurons morphology is considerably robust to experimental conditions at the same time this core classification scheme is suitable for aggregating biochemical physiological and synaptic information,in search of a periodic table of the neurons axonaldendritic circuitry as the organizing principle patterns of axons and dendrites within distinct anatomical parcels provide the blueprint for circuitbased neuronal classification,1-Oct-16,N/A,N/A,LinkedIn Publication
18290,18290,diek wheeler,the hippocampus is a seahorseshaped region of the brain that is responsible for learning emotions and memory like other regions of the brain it contains many types of neurons that send information to each other by releasing chemicals called neurotransmitters across junctions known as synapses identifying all the different neuron types in the hippocampus is an important step towards understanding in detail how this brain region works thousands of articles have been published that attempt to characterize the neurons in the hippocampus but many of these studies report only some of the properties of a new neuron type it is also often difficult to compare the results of different studies as many different approaches have been used to investigate neuron types and different studies often use different terms to describe similar features wheeler et al have now created a resource called hippocampomeorg that combines approximately 14000 pieces of experimental evidence about neuron types in the rat hippocampus into a unified database analyzing these data has revealed about 3700 different neuron properties by primarily considering the pattern formed by the branched axons and dendrites the outputs and inputs that extend out of a neuron wheeler et al have identified over a hundred different neuron types this classification system also considers how selectively the neuron forms synapses with other cells and the identity of the neurotransmitter released by the neuron in the future other features of the neurons will also be incorporated into the system to help refine the classifications all of this information is online and freely available at hippocampomeorg this resource is expected to provide a solid basis for analyzing how the hippocampus works by helping researchers to design and interpret experiments and simulations,hippocampomeorg a knowledge base of neuron types in the rodent hippocampus,24-Sep-15,N/A,N/A,LinkedIn Publication
18291,18291,diek wheeler,synchronous neuronal firing has been proposed as a potential neuronal code to determine whether synchronous firing is really involved in different forms of information processing one needs to directly compare the amount of synchronous firing due to various factors such as different experimental or behavioral conditions in order to address this issue we present an extended version of the previously published method neuroxidence the improved method incorporates bi and multivariate testing to determine whether different factors result in synchronous firing occurring above the chance level we demonstrate through the use of simulated data sets that bi and multivariate neuroxidence reliably and robustly detects jointspikeevents across different factors,bivariate and multivariate neuroxidence a robust and reliable method to detect modulations of spikespike synchronization across experimental conditions,19-Aug-11,N/A,N/A,LinkedIn Publication
18292,18292,diek wheeler,we present a nonparametric and computationally efficient method named neuroxidence that detects coordinated firing of two or more neurons and tests whether the observed level of coordinated firing is significantly different from that expected by chance the method considers the full autostructure of the data including the changes in the rate responses and the history dependencies in the spiking activity also the method accounts for trialbytrial variability in the dataset such as the variability of the rate responses and their latencies neuroxidence can be applied to short data windows lasting only tens of milliseconds which enables the tracking of transient neuronal states correlated to information processing we demonstrate on both simulated data and singleunit activity recorded in cat visual cortex that neuroxidence discriminates reliably between significant and spurious events that occur by chance,neuroxidence reliable and efficient analysis of an excess or deficiency of jointspike events,1-Aug-08,N/A,N/A,LinkedIn Publication
18293,18293,diek wheeler,to investigate neuronal processing during shortterm memory we analyzed behaviorrelated modulations of coupling between signals on two spatial scales first very local multiunit activity and second local field potentials coupling was assessed by spike field coherence using a new approach to overcome limitations in cases of low firing rates we demonstrate the reliability of our approach with simulated data application to recordings in prefrontal cortex of two monkeys revealed that locking of spikes was differentially modulated with two different frequency bands depending on behavioral performance,behavioral performance modulates spike field coherence in monkey prefrontal cortex,22-Jan-08,N/A,N/A,LinkedIn Publication
18294,18294,diek wheeler,in cat visual cortex we investigated with parallel recordings from multiple units the neuronal correlates of perceived brightness the perceived brightness of a center grating was changed by varying the orientation or the relative spatial phase of a surrounding grating brightness enhancement by orientation contrast is associated with an increase of discharge rates of responses to the center grating but not with changes in spike synchronization in contrast if brightness enhancement is induced by phase offset discharge rates are unchanged but synchronization increases between neurons responding to the center grating the changes in synchronization correlate well with changes in perceived brightness that were assessed in parallel in human subjects using the same stimuli these results indicate that in cerebral cortex the modulation of synchronicity of responses is used as a mechanism complementary to rate changes to enhance the saliency of neuronal responses,brightness induction rate enhancement and neuronal synchronization as complementary codes,21-Dec-06,N/A,N/A,LinkedIn Publication
18295,18295,diek wheeler,we present a novel viewpoint on the complexity of neural mechanisms addressing some aspects of cortical processing like memory context modulation and coherence our simulation studies show how relatively small recurrent microcircuits can interact with populations of neurons achieving spontaneous memoryrecall effects here context modulation can play an important part in the conditioned recall the emphasis is on the dynamical selfsustained activity of the recurrent microcircuit viewed as a mental state which can be interpreted by a target output population and controlled by external waves of activity mainly external inhibitory waves we also consider the problem of selforganization and dynamical interaction between neuronal populations which could have a key role in inference memory and behavior,coherence memory and conditioning a modern viewpoint,1-May-05,N/A,N/A,LinkedIn Publication
18296,18296,diek wheeler,biological gain mechanisms regulate the sensitivity and dynamics of signaling pathways at the systemic cellular and molecular levels in the sympathetic nervous system gain in sensorymotor feedback loops is essential for homeostatic regulation of blood pressure and body temperature this study shows how synaptic convergence and plasticity can interact to generate synaptic gain in autonomic ganglia and thereby enhance homeostatic control using a conductancebased computational model of an idealized sympathetic neuron we simulated the postganglionic response to noisy patterns of presynaptic activity and found that a threefold amplification in postsynaptic spike output can arise in ganglia depending on the number and strength of nicotinic synapses the presynaptic firing rate the extent of presynaptic facilitation and the expression of muscarinic and peptidergic excitation the simulations also showed that postsynaptic refractory periods serve to limit synaptic gain and alter postsynaptic spike timing synaptic gain was measured by stimulating dissociated bullfrog sympathetic neurons with 110 virtual synapses using a dynamic clamp as in simulations the threshold synaptic conductance for nicotinic excitation of firing was typically 1015 ns and synaptic gain increased with higher levels of nicotinic convergence unlike the model gain in neurons sometimes declined during stimulation this postsynaptic effect was partially blocked by 10 μm cd2 which inhibits voltagedependent calcium currents these results support a general model in which the circuit variations observed in parasympathetic and sympathetic ganglia as well as other neural relays can enable functional subsets of neurons to behave either as 11 relays variable amplifiers or switches,estimating usedependent synaptic gain in autonomic ganglia by computational simulation and dynamicclamp analysis,1-Nov-04,N/A,N/A,LinkedIn Publication
18297,18297,diek wheeler,the dynamicclamp method provides a powerful electrophysiological tool for creating virtual ionic conductances in living cells and studying their influence on membrane potential here we describe gclamp a new way to implement a dynamic clamp using the realtime version of the labview programming environment together with a windows host an embedded microprocessor that runs a realtime operating system and a multifunction dataacquisition board the software includes descriptions of a fast voltagedependent sodium conductance delayed rectifier mtype and atype potassium conductances and a leak conductance the system can also read synaptic conductance waveforms from preassembled data files these virtual conductances can be reliably implemented at speeds 43 khz while simultaneously saving two channels of data with 16bit precision gclamp also includes utilities for measuring currentvoltage relations synaptic strength and synaptic gain taking an approach built on a commercially available softwarehardware platform has resulted in a system that is easy to assemble and upgrade in addition the graphical programming structure of labview should make it relatively easy for others to adapt gclamp for new experimental applications,implementation of a fast 16bit dynamic clamp using labviewrt,1-Jan-04,N/A,N/A,LinkedIn Publication
18298,18298,samuel acuna,N/A,achilles tendon shear wave speed tracks the dynamic modulation of standing balance,1-Jan-19,N/A,N/A,LinkedIn Publication
18299,18299,samuel acuna,N/A,the effects of cognitive load and optical flow on antagonist leg muscle coactivation during walking for young and older adults,1-Jan-19,N/A,N/A,LinkedIn Publication
18300,18300,samuel acuna,N/A,the effects of subthreshold vibratory noise on visuomotor entrainment during human walking and standing in a virtual reality environment,1-Jan-19,N/A,N/A,LinkedIn Publication
18301,18301,samuel acuna,N/A,abnormal muscle activation patterns are associated with chronic gait deficits following traumatic brain injury,Journal of Gait and Posture,N/A,N/A,LinkedIn Publication
18302,18302,samuel acuna,this paper is currently under review the paper outlines the method and approach to measuring ice skate forces onice using strain gauges and an all inclusive measurement unit,instrumented figure skating blade for measuring onice skating forces,Journal of Measurement Science and Technology,N/A,N/A,LinkedIn Publication
18303,18303,amit kumar singh,treatment of persistent biofilm infections has turned out to be a formidable challenge even with broadspectrum antibiotic therapies in this direction intelligent micromachines may serve as active mechanical means to dislodge such deleterious bacterial communities herein we have designed biocompatible micromotors from tea buds namely tbudbots which shows the capacity to be magnetically driven on a biofilm matrix and remove or fragment biofilms with precision as a part of the proposed noninvasive killnclean strategy in a way we present a bactericidal robotic platform decorated with magnetite nanoparticles aimed at clearing in vitro biofilms present on the surfaces we have also shown that the smart porous tbudbots can integrate antibiotic ciprofloxacin due to electrostatic interaction on their surface to increase their antibacterial efficacy against dreadful pathogenic bacterial communities of pseudomonas aeruginosa and staphylococcus aureus it is noteworthy that the release of this drug can be controlled by tuning the surrounding ph of the tbudbots for example while the acidic environment of the biofilm facilitates the release of antibiotics from the porous tbudbots the drug release was rather minimal at higher ph the work represents a first step in the involvement of a plantbased microbot exhibiting magnetorobotic therapeutic properties providing a noninvasive and safe approach to dismantle harmful biofilm infections,magnetotactic tbudbots to killnclean biofilms,31-Aug-20,N/A,N/A,LinkedIn Publication
18304,18304,amit kumar singh,the microbial contamination of drinking water is one of the most major concerns of community health in the developing world numerous waterborne pathogens are rapidly evolving and becoming resistant to traditional antibiotics to get an efficacious bactericidal response an assembly of several antibiotics or increased dosage are being administered which may produce adverse side effects after prolonged use here we describe a proficient method for disinfecting waterborne coliform bacterial strains of escherichia coli dh5α from contaminated water samples using magnetic microbots decorated with curcumin cu conjugates these magnetic microbots namely ibuttonbots were composed of soft agaricus bisporus button mushroom microcapsules with inherit antimicrobial properties the locomotives were coated with magnetite nanoparticles for their remote guidance towards cells and collection along with cu for more enhanced bactericidal response cu a major active constituent of the indian dietary spice turmeric and edible button mushrooms are known to exhibit antimicrobial activity against a wide range of bacterial species the synergic antibacterial effect of cu and mushroom constituents imparts a profound bactericidal property to these magnetic microbots we have demonstrated that microbots are capable of efficiently killing majority of bacterial cells in contaminated water samples after extermination of bacteria magnetic properties of embedded magnetite nanoparticles in porous mushroom matrix allows collection of microbots from water samples the presented biocompatible microbots offer an innovative method for rapid decontamination of bacterialaden drinking water samples,magnetotactic curcumin ibuttonbots as efficient bactericidal agents,20-Apr-20,N/A,N/A,LinkedIn Publication
18305,18305,amit kumar singh,multifunctional chemically powered micromotors were fabricated from the airborne contaminant carbon soot cs for environmental remediation following two approaches first by physical deposition of catalytic platinum pt and magnetic nickel ni nanoscale films of 110 nm and 100 nm respectively on cs carbots and second by the chemical deposition of magnetocatalytic iron nanoparticles fenps of 30 nm or less in size on the cs surface icarbots the chemical synthesis of magnetocatalytic iron nanoparticle fenpsbased icarbots provides an economical alternative to the synthesis of carbots by a physical method the hydrophobic soot contained agglomerates of highdensity carbon nanospheres of 40 nm or less in size generated from the incomplete combustion of a hydrocarbon source the catalytic component pt nanofilm or fenps on the nanostructures on the cs surface allowed the rapid catalytic decomposition of aqueous peroxide fuel h2o2 to generate chemical propulsion these magnetocatalytic micromotors demonstrated the efficient catalytic degradation of methylene blue mb dye in the presence of 10 vv h2o2 fuel under ambient conditions the carbots completely decolorized the nonbiodegradable mb dye pollutant within 40 min of treatment the magnetic sensitivity of motors facilitated the ease of retrieval and reusability after the execution of the remediation tasks thereby increasing the feasibility of the water detoxification process in addition with the help of remote magnetic guidance micromotors were employed for the removal of freely floating and surfactantstabilized oil droplets in seawater without any further surface modification,magnetically actuated carbon soot nanoparticlebased catalytic carbots coated with nipt nanofilms for water detoxification and oilspill recovery,27-Mar-20,N/A,N/A,LinkedIn Publication
